sentence-id,word-id,sentence,word,options,selected-index
315,0,ভুক্তভোগী যুৱতীগৰাকীৰ এজাহাৰৰ ভিত্তিত আৰক্ষীয়ে বৰ্তমান তদন্ত আৰম্ভ কৰিছে ।,ভুক্তভোগী,"[[['ভুক্তভোগী', 'Common Noun']]]",0.0
315,1,ভুক্তভোগী যুৱতীগৰাকীৰ এজাহাৰৰ ভিত্তিত আৰক্ষীয়ে বৰ্তমান তদন্ত আৰম্ভ কৰিছে ।,যুৱতীগৰাকীৰ,"[[['যুৱতী', 'Common Noun'], ['গৰাকী', 'number'], ['ৰ', 'gen']]]",0.0
315,2,ভুক্তভোগী যুৱতীগৰাকীৰ এজাহাৰৰ ভিত্তিত আৰক্ষীয়ে বৰ্তমান তদন্ত আৰম্ভ কৰিছে ।,এজাহাৰৰ,"[[['এজাহাৰ', 'Abstract Noun'], ['ৰ', 'gen']], [['এ', 'Abstract Noun'], ['জাহ', 'Proper Adj.'], ['াৰ', 'derivational'], ['', 'Material Noun'], ['ৰ', 'gen']]]",0.0
315,3,ভুক্তভোগী যুৱতীগৰাকীৰ এজাহাৰৰ ভিত্তিত আৰক্ষীয়ে বৰ্তমান তদন্ত আৰম্ভ কৰিছে ।,ভিত্তিত,"[[['ভিত্তি', 'Abstract Noun'], ['ত', 'loc']]]",0.0
315,4,ভুক্তভোগী যুৱতীগৰাকীৰ এজাহাৰৰ ভিত্তিত আৰক্ষীয়ে বৰ্তমান তদন্ত আৰম্ভ কৰিছে ।,আৰক্ষীয়ে,"[[['আৰক্ষী', 'Common Noun'], ['য়ে', 'erg']]]",0.0
315,5,ভুক্তভোগী যুৱতীগৰাকীৰ এজাহাৰৰ ভিত্তিত আৰক্ষীয়ে বৰ্তমান তদন্ত আৰম্ভ কৰিছে ।,বৰ্তমান,"[[['বৰ্তমান', 'Abstract Noun']]]",0.0
315,6,ভুক্তভোগী যুৱতীগৰাকীৰ এজাহাৰৰ ভিত্তিত আৰক্ষীয়ে বৰ্তমান তদন্ত আৰম্ভ কৰিছে ।,তদন্ত,"[[['তদন্ত', 'Abstract Noun']]]",0.0
315,7,ভুক্তভোগী যুৱতীগৰাকীৰ এজাহাৰৰ ভিত্তিত আৰক্ষীয়ে বৰ্তমান তদন্ত আৰম্ভ কৰিছে ।,আৰম্ভ,"[[['আৰম্ভ', 'Abstract Noun']]]",0.0
315,8,ভুক্তভোগী যুৱতীগৰাকীৰ এজাহাৰৰ ভিত্তিত আৰক্ষীয়ে বৰ্তমান তদন্ত আৰম্ভ কৰিছে ।,কৰিছে,"[[['কৰ', 'Verb-Trans.'], ['িছে', 'present-2f']], [['কৰ', 'Verb-Trans.'], ['িছে', 'present-3a']], [['কৰ', 'Verb-Trans.'], ['িছ', 'present-2i'], ['ে', 'emph']]]",1.0
315,9,ভুক্তভোগী যুৱতীগৰাকীৰ এজাহাৰৰ ভিত্তিত আৰক্ষীয়ে বৰ্তমান তদন্ত আৰম্ভ কৰিছে ।,।,"[[['।', 'symbol']]]",0.0
316,0,মই তেওঁলোকৰ লগত কথা পাতিব নোৱাৰিছিলোঁ ।,মই,"[[['মই', 'Pronoun'], ['', 'abs']]]",0.0
316,1,মই তেওঁলোকৰ লগত কথা পাতিব নোৱাৰিছিলোঁ ।,তেওঁলোকৰ,"[[['তেওঁলোকৰ', 'Proper Adj.']], [['তেওঁলোক', 'Pronoun'], ['', 'abs'], ['ৰ', 'gen']], [['তেওঁ', 'Pronoun'], ['', 'abs'], ['লোক', 'number'], ['ৰ', 'gen']]]",1.0
316,2,মই তেওঁলোকৰ লগত কথা পাতিব নোৱাৰিছিলোঁ ।,লগত,"[[['লগত', 'Conjuction']], [['লগ', 'Abstract Noun'], ['ত', 'loc']]]",0.0
316,3,মই তেওঁলোকৰ লগত কথা পাতিব নোৱাৰিছিলোঁ ।,কথা,"[[['কথা', 'Abstract Noun']]]",0.0
316,4,মই তেওঁলোকৰ লগত কথা পাতিব নোৱাৰিছিলোঁ ।,পাতিব,"[[['পাত', 'Verb-Trans.'], ['িব', 'future-2f']], [['পাত', 'Verb-Trans.'], ['িব', 'future-3a']]]",1.0
316,5,মই তেওঁলোকৰ লগত কথা পাতিব নোৱাৰিছিলোঁ ।,নোৱাৰিছিলোঁ,"[[['নো', 'negative'], ['ৱাৰ', 'neg_v_verb'], ['িছিলোঁ', 'past-1']]]",0.0
316,6,মই তেওঁলোকৰ লগত কথা পাতিব নোৱাৰিছিলোঁ ।,।,"[[['।', 'symbol']]]",0.0
317,0,তেওঁলোকে কেৱল সাধুৰ ৰূপত নৃত্য কৰিছে ।,তেওঁলোকে,"[[['তেওঁলোক', 'Pronoun'], ['', 'abs'], ['ে', 'emph']], [['তেওঁলোক', 'Pronoun'], ['', 'abs'], ['ে', 'erg']], [['তেওঁ', 'Pronoun'], ['', 'abs'], ['লোক', 'number'], ['ে', 'emph']], [['তেওঁ', 'Pronoun'], ['', 'abs'], ['লোক', 'number'], ['ে', 'erg']]]",1.0
317,1,তেওঁলোকে কেৱল সাধুৰ ৰূপত নৃত্য কৰিছে ।,কেৱল,"[[['কেৱল', 'Conjuction']]]",0.0
317,2,তেওঁলোকে কেৱল সাধুৰ ৰূপত নৃত্য কৰিছে ।,সাধুৰ,"[[['সাধু', 'Abstract Noun'], ['ৰ', 'gen']], [['সাধু', 'Common Noun'], ['ৰ', 'gen']], [['সাধু', 'Proper Adj.'], ['ৰ', 'gen']]]",0.0
317,3,তেওঁলোকে কেৱল সাধুৰ ৰূপত নৃত্য কৰিছে ।,ৰূপত,"[[['ৰূপ', 'Abstract Noun'], ['ত', 'loc']], [['ৰূপ', 'Common Noun'], ['ত', 'loc']], [['ৰূপ', 'Material Noun'], ['ত', 'loc']]]",1.0
317,4,তেওঁলোকে কেৱল সাধুৰ ৰূপত নৃত্য কৰিছে ।,নৃত্য,"[[['নৃত্য', 'Verbal Noun']]]",0.0
317,5,তেওঁলোকে কেৱল সাধুৰ ৰূপত নৃত্য কৰিছে ।,কৰিছে,"[[['কৰ', 'Verb-Trans.'], ['িছে', 'present-2f']], [['কৰ', 'Verb-Trans.'], ['িছে', 'present-3a']], [['কৰ', 'Verb-Trans.'], ['িছ', 'present-2i'], ['ে', 'emph']]]",1.0
317,6,তেওঁলোকে কেৱল সাধুৰ ৰূপত নৃত্য কৰিছে ।,।,"[[['।', 'symbol']]]",0.0
318,0,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,মোৰ,"[[['মোৰ', 'Abstract Noun']], [['মোৰ', 'Pronoun'], ['', 'gen']]]",1.0
318,1,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,মূল,"[[['মূল', 'Abstract Noun']], [['মূল', 'Material Noun']], [['মূল', 'Proper Adj.']]]",2.0
318,2,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,লক্ষ্য,"[[['লক্ষ্য', 'Abstract Noun']], [['লক্ষ', 'Abstract Noun'], ['্য', 'derivational'], ['', 'Abstract Noun']]]",0.0
318,3,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,হ'ল,"[[[""হ'ল"", 'Verb-Trans.']], [['হ', 'Verb-Intran.'], [""'ল"", 'past-2a']], [['হ', 'Verb-Intran.'], [""'ল"", 'past-3a']]]",0.0
318,4,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,সত্যৰ,"[[['সত্য', 'Abstract Noun'], ['ৰ', 'gen']], [['সত্য', 'Proper Adj.'], ['ৰ', 'gen']], [['সত', 'Abstract Noun'], ['্য', 'derivational'], ['', 'Abstract Noun'], ['ৰ', 'gen']]]",0.0
318,5,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,সন্ধান,"[[['সন্ধান', 'Abstract Noun']]]",0.0
318,6,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,কৰা,"[[['কৰা', 'Verb-Trans.']], [['কৰ', 'Verb-Trans.'], ['া', 'adj_comp']], [['কৰ', 'Verb-Trans.'], ['া', 'present-2n']], [['কৰ', 'Abstract Noun'], ['া', 'derivational'], ['', 'Abstract Noun']]]",1.0
318,7,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,অথবা,"[[['অথবা', 'Conjuction']]]",0.0
318,8,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,অভিনয়শিল্পী,"[[['অভিনয়', 'Abstract Noun'], ['শিল্প', 'Abstract Noun'], ['ী', 'derivational'], ['', 'Proper Adj.']]]",0.0
318,9,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,হিচাবে,"[[['হিচাবে', 'Adverb']]]",0.0
318,10,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,সত্যনিষ্ঠ,"[[['সত্যনিষ্ঠ', 'Proper Adj.']]]",0.0
318,11,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,হোৱা,"[[['হোৱা', 'Verb-Intran.']], [['হ', 'Verb-Intran.'], ['োৱা', 'adj_comp']]]",1.0
318,12,মোৰ মূল লক্ষ্য হ'ল সত্যৰ সন্ধান কৰা অথবা অভিনয়শিল্পী হিচাবে সত্যনিষ্ঠ হোৱা ।,।,"[[['।', 'symbol']]]",0.0
319,0,এটা পদক লৈ উভতি আহিব বিচাৰিছিলো ।,এটা,"[[['এটা', 'Adposition']], [['এ', 'Abstract Noun'], ['টা', 'number']], [['এ', 'numerical'], ['টা', 'number']]]",2.0
319,1,এটা পদক লৈ উভতি আহিব বিচাৰিছিলো ।,পদক,"[[['পদক', 'Material Noun']], [['পদ', 'Abstract Noun'], ['ক', 'acc']], [['পদ', 'Common Noun'], ['ক', 'acc']], [['পদ', 'Material Noun'], ['ক', 'acc']]]",1.0
319,2,এটা পদক লৈ উভতি আহিব বিচাৰিছিলো ।,লৈ,"[[['লৈ', 'Conjuction']], [['ল', 'Verb-Trans.'], ['ৈ', 'after_comp']]]",1.0
319,3,এটা পদক লৈ উভতি আহিব বিচাৰিছিলো ।,উভতি,"[[['উভত', 'Verb-Intran.'], ['ি', 'after_comp']]]",0.0
319,4,এটা পদক লৈ উভতি আহিব বিচাৰিছিলো ।,আহিব,"[[['আহ', 'Verb-Intran.'], ['িব', 'future-2f']], [['আহ', 'Verb-Intran.'], ['িব', 'future-3a']]]",1.0
319,5,এটা পদক লৈ উভতি আহিব বিচাৰিছিলো ।,বিচাৰিছিলো,"[[['বিচাৰ', 'Verb-Trans.'], ['িছিলো', 'past-1']], [['বিচাৰ', 'Verb-Trans.'], ['িছিল', 'past-2f'], ['ো', 'emph']], [['বিচাৰ', 'Verb-Trans.'], ['িছিল', 'past-3a'], ['ো', 'emph']]]",0.0
319,6,এটা পদক লৈ উভতি আহিব বিচাৰিছিলো ।,।,"[[['।', 'symbol']]]",0.0
320,0,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",সেয়ে,"[[['সেয়ে', 'Adverb']]]",0.0
320,1,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",ছাত্ৰ-ছাত্ৰী,"[[['ছাত্ৰ-ছাত্ৰী', 'Common Noun']]]",0.0
320,2,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",সকলে,"[[['সকল', 'number'], ['ে', 'emph']], [['সকল', 'number'], ['ে', 'erg']]]",1.0
320,3,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",প্ৰতিটো,"[[['প্ৰতিটো', 'Adverb']]]",0.0
320,4,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",কাম,"[[['কাম', 'Abstract Noun']], [['কাম', 'Proper Noun']], [['ক', 'Verb-Trans.'], ['া', 'adj_comp'], ['ম', 'future-1']]]",0.0
320,5,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",অতি,"[[['অতি', 'Adverb']], [['অতি', 'Proper Adj.']], [['অত', 'Proper Adj.'], ['ি', 'after_comp']], [['অত', 'Proper Adj.'], ['ি', 'derivational'], ['', 'Abstract Noun']]]",1.0
320,6,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",নিষ্ঠা,"[[['নিষ্ঠা', 'Abstract Noun']]]",0.0
320,7,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",",","[[[',', 'symbol']]]",0.0
320,8,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",দৃঢ়তা,"[[['দৃঢ়তা', 'Abstract Noun']], [['দৃঢ়', 'Proper Adj.'], ['তা', 'derivational'], ['', 'Abstract Noun']]]",1.0
320,9,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",আৰু,"[[['আৰু', 'Adverb']], [['আৰু', 'Conjuction']], [['আৰু', 'Proper Adj.']], [['আৰ', 'Abstract Noun'], ['ু', 'derivational'], ['', 'Material Noun']]]",1.0
320,10,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",সফল,"[[['সফল', 'Proper Adj.']]]",0.0
320,11,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",হমেই,"[[['হ', 'Verb-Intran.'], ['ম', 'future-1'], ['েই', 'emph']], [['হ', 'Verb-Intran.'], ['ম', 'future-1'], ['ে', 'emph'], ['ই', 'emph']]]",0.0
320,12,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",বুলি,"[[['বুলি', 'Conjuction']], [['বুল', 'Verb-Intran.'], ['ি', 'after_comp']]]",0.0
320,13,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",কৰিব,"[[['কৰ', 'Verb-Trans.'], ['িব', 'future-2f']], [['কৰ', 'Verb-Trans.'], ['িব', 'future-3a']]]",1.0
320,14,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",লাগে,"[[['লাগ', 'Verb-Trans.'], ['ে', 'present-3a']], [['লাগ', 'Verb-Trans.'], ['ে', 'when_comp']]]",0.0
320,15,"সেয়ে ছাত্ৰ-ছাত্ৰী সকলে প্ৰতিটো কাম অতি নিষ্ঠা , দৃঢ়তা আৰু সফল হমেই বুলি কৰিব লাগে ।",।,"[[['।', 'symbol']]]",0.0
321,0,স্বাভাৱিকতে আৰ পি শৰ্মাৰ এই ঘোষণাই বিজেপিক অস্বস্তিত পেলাব ।,স্বাভাৱিকতে,"[[['স্বাভাৱিকতে', 'Adverb']], [['স্বাভাৱিক', 'Proper Adj.'], ['ত', 'loc'], ['ে', 'emph']]]",0.0
321,1,স্বাভাৱিকতে আৰ পি শৰ্মাৰ এই ঘোষণাই বিজেপিক অস্বস্তিত পেলাব ।,আৰ,"[[['আৰ', 'Abstract Noun']], [['আৰ', 'Conjuction']]]",1.0
321,2,স্বাভাৱিকতে আৰ পি শৰ্মাৰ এই ঘোষণাই বিজেপিক অস্বস্তিত পেলাব ।,পি,"[[['পি', 'Verb-Trans.']], [['প', 'Verbable'], ['ি', 'after_comp']]]",0.0
321,3,স্বাভাৱিকতে আৰ পি শৰ্মাৰ এই ঘোষণাই বিজেপিক অস্বস্তিত পেলাব ।,শৰ্মাৰ,"[[['শৰ্মা', 'Proper Noun'], ['ৰ', 'gen']]]",0.0
321,4,স্বাভাৱিকতে আৰ পি শৰ্মাৰ এই ঘোষণাই বিজেপিক অস্বস্তিত পেলাব ।,এই,"[[['এ', 'Abstract Noun'], ['ই', 'emph']], [['এ', 'Abstract Noun'], ['ই', 'erg']], [['এই', 'Pronoun'], ['', 'abs']]]",2.0
321,5,স্বাভাৱিকতে আৰ পি শৰ্মাৰ এই ঘোষণাই বিজেপিক অস্বস্তিত পেলাব ।,ঘোষণাই,"[[['ঘোষণা', 'Abstract Noun'], ['ই', 'emph']], [['ঘোষণা', 'Abstract Noun'], ['ই', 'erg']]]",1.0
321,6,স্বাভাৱিকতে আৰ পি শৰ্মাৰ এই ঘোষণাই বিজেপিক অস্বস্তিত পেলাব ।,বিজেপিক,"[[['বিজেপি', 'Proper Noun'], ['ক', 'acc']]]",0.0
321,7,স্বাভাৱিকতে আৰ পি শৰ্মাৰ এই ঘোষণাই বিজেপিক অস্বস্তিত পেলাব ।,অস্বস্তিত,"[[['অস্বস্তি', 'Proper Adj.'], ['ত', 'loc']]]",0.0
321,8,স্বাভাৱিকতে আৰ পি শৰ্মাৰ এই ঘোষণাই বিজেপিক অস্বস্তিত পেলাব ।,পেলাব,"[[['পেলা', 'Verb-Trans.'], ['ব', 'future-2f']], [['পেলা', 'Verb-Trans.'], ['ব', 'future-3a']], [['পেল', 'Verbable'], ['া', 'adj_comp'], ['ব', 'future-2f']], [['পেল', 'Verbable'], ['া', 'adj_comp'], ['ব', 'future-3a']]]",1.0
321,9,স্বাভাৱিকতে আৰ পি শৰ্মাৰ এই ঘোষণাই বিজেপিক অস্বস্তিত পেলাব ।,।,"[[['।', 'symbol']]]",0.0
322,0,এক বৰ্ণিল ইতিহাসৰ গৰাকী এই মহাবিদ্যালয়খন ।,এক,"[[['এক', 'Abstract Noun']], [['এ', 'Abstract Noun'], ['ক', 'acc']]]",0.0
322,1,এক বৰ্ণিল ইতিহাসৰ গৰাকী এই মহাবিদ্যালয়খন ।,বৰ্ণিল,"[[['বৰ্ণিল', 'Proper Adj.']], [['বৰ্ণ', 'Verbable'], ['িল', 'past-3a']]]",0.0
322,2,এক বৰ্ণিল ইতিহাসৰ গৰাকী এই মহাবিদ্যালয়খন ।,ইতিহাসৰ,"[[['ইতিহাস', 'Abstract Noun'], ['ৰ', 'gen']]]",0.0
322,3,এক বৰ্ণিল ইতিহাসৰ গৰাকী এই মহাবিদ্যালয়খন ।,গৰাকী,"[[['গৰাকী', 'Common Noun']], [['গৰাকী', 'number']]]",1.0
322,4,এক বৰ্ণিল ইতিহাসৰ গৰাকী এই মহাবিদ্যালয়খন ।,এই,"[[['এ', 'Abstract Noun'], ['ই', 'emph']], [['এ', 'Abstract Noun'], ['ই', 'erg']], [['এই', 'Pronoun'], ['', 'abs']]]",2.0
322,5,এক বৰ্ণিল ইতিহাসৰ গৰাকী এই মহাবিদ্যালয়খন ।,মহাবিদ্যালয়খন,"[[['মহাবিদ্যালয়', 'Abstract Noun'], ['খন', 'number']], [['মহাবিদ্যালয়', 'Abstract Noun'], ['খ', 'Abstract Noun'], ['ন', 'Abstract Noun']], [['মহাবিদ্যালয়', 'Abstract Noun'], ['খ', 'Abstract Noun'], ['ন', 'Proper Adj.']], [['মহাবিদ্যালয়', 'Abstract Noun'], ['খ', 'Abstract Noun'], ['ন', 'derivational'], ['', 'Abstract Noun']]]",0.0
322,6,এক বৰ্ণিল ইতিহাসৰ গৰাকী এই মহাবিদ্যালয়খন ।,।,"[[['।', 'symbol']]]",0.0
323,0,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,বিগত,"[[['বিগত', 'Proper Adj.']], [['বি', 'Abstract Noun'], ['গত', 'Proper Adj.']], [['বি', 'Abstract Noun'], ['গত', 'derivational'], ['', 'Proper Adj.']]]",0.0
323,1,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,বহু,"[[['বহু', 'Proper Adj.']]]",0.0
323,2,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,বছৰ,"[[['বছৰ', 'Abstract Noun']]]",0.0
323,3,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,ধৰি,"[[['ধৰি', 'Adposition']], [['ধৰ', 'Verb-Intran.'], ['ি', 'after_comp']], [['ধৰ', 'Verb-Trans.'], ['ি', 'after_comp']]]",2.0
323,4,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,চলি,"[[['চলি', 'Material Noun']], [['চল', 'Verb-Intran.'], ['ি', 'after_comp']], [['চল', 'Verb-Trans.'], ['ি', 'after_comp']]]",1.0
323,5,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,অহা,"[[['অহা', 'Proper Adj.']], [['অহ', 'Abstract Noun'], ['া', 'derivational'], ['', 'Abstract Noun']]]",0.0
323,6,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,সীমান্তৰ,"[[['সীমান্ত', 'Abstract Noun'], ['ৰ', 'gen']], [['সীমা', 'Abstract Noun'], ['ন', 'Abstract Noun'], ['্', 'derivational'], ['', 'Abstract Noun'], ['তৰ', 'Proper Adj.']]]",0.0
323,7,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,এই,"[[['এ', 'Abstract Noun'], ['ই', 'emph']], [['এ', 'Abstract Noun'], ['ই', 'erg']], [['এই', 'Pronoun'], ['', 'abs']]]",2.0
323,8,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,ধৰ্মীয়,"[[['ধৰ্মীয়', 'Verbal Adj.']], [['ধৰ্ম', 'Abstract Noun'], ['ীয়', 'derivational'], ['', 'Proper Adj.']]]",1.0
323,9,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,অনুষ্ঠানে,"[[['অনুষ্ঠান', 'Abstract Noun'], ['ে', 'emph']], [['অনুষ্ঠান', 'Abstract Noun'], ['ে', 'erg']]]",0.0
323,10,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,সম্প্ৰতি,"[[['সম্প্ৰতি', 'Adverb']], [['সম', 'Proper Adj.'], ['্', 'derivational'], ['', 'Proper Adj.'], ['প্ৰতি', 'Adverb']]]",0.0
323,11,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,অধিক,"[[['অধিক', 'Proper Adj.']], [['অধিক', 'Verbal Adj.']]]",0.0
323,12,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,জনপ্ৰিয়,"[[['জনপ্ৰিয়', 'Proper Adj.']]]",0.0
323,13,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,হৈ,"[[['হৈ', 'Adposition']], [['হ', 'Verb-Intran.'], ['ৈ', 'after_comp']]]",1.0
323,14,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,উঠিছে,"[[['উঠ', 'Verb-Intran.'], ['িছে', 'present-2f']], [['উঠ', 'Verb-Intran.'], ['িছে', 'present-3a']], [['উঠ', 'Verb-Intran.'], ['িছ', 'present-2i'], ['ে', 'emph']]]",1.0
323,15,বিগত বহু বছৰ ধৰি চলি অহা সীমান্তৰ এই ধৰ্মীয় অনুষ্ঠানে সম্প্ৰতি অধিক জনপ্ৰিয় হৈ উঠিছে ।,।,"[[['।', 'symbol']]]",0.0
324,0,কোনোবা এটা চৰিত্ৰই বহু কথা কয় ।,কোনোবা,"[[['কোনোবা', 'Pronoun']], [['কোনো', 'Proper Adj.'], ['বা', 'emph']], [['কোন', 'Pronoun'], ['ো', 'emph'], ['বা', 'emph']], [['ক', 'Verb-Trans.'], ['ো', 'present-1'], ['নো', 'emph'], ['বা', 'emph']]]",0.0
324,1,কোনোবা এটা চৰিত্ৰই বহু কথা কয় ।,এটা,"[[['এটা', 'Adposition']], [['এ', 'Abstract Noun'], ['টা', 'number']], [['এ', 'numerical'], ['টা', 'number']]]",2.0
