Wrd,posAsm,posEng,IdeaID,Meanings
গাই-বাই চা,সকৰ্মক ধাতু,Verb-Trans.,2311,"ফুচুলা,প্ৰলুব্ধ কৰ্,কৈ-মেলি চা,পতিয়ন যা"
কৈ-মেলি চা,সকৰ্মক ধাতু,Verb-Trans.,2311,"ফুচুলা,প্ৰলুব্ধ কৰ্,গাই-বাই চা,পতিয়ন যা"
লগ দে,সকৰ্মক ধাতু,Verb-Trans.,2367,"লগত যা,লগত থাক,সাহচৰ্য হ,সহযাত্ৰী হ"
সহযাত্ৰী হ,সকৰ্মক ধাতু,Verb-Trans.,2367,"লগত যা,লগত থাক,সাহচৰ্য হ,লগ দে"
সঙ্গী হ,সকৰ্মক ধাতু,Verb-Trans.,2367,"লগত যা,লগত থাক,সাহচৰ্য হ,লগ দে"
লগত যা,সকৰ্মক ধাতু,Verb-Trans.,2367,"লগত থাক,সাহচৰ্য হ,লগ দে,সহযাত্ৰী হ"
লগত থাক,সকৰ্মক ধাতু,Verb-Trans.,2367,"লগত যা,সাহচৰ্য হ,লগ দে,সহযাত্ৰী হ"
সাহচৰ্য হ,সকৰ্মক ধাতু,Verb-Trans.,2367,"লগত যা,লগত থাক,লগ দে,সহযাত্ৰী হ"
শুকা,সকৰ্মক ধাতু,Verb-Trans.,2399,"নিৰহা,dry"
নিৰহা,সকৰ্মক ধাতু,Verb-Trans.,2399,"শুকা,dry"
চিকুট্‌,সকৰ্মক ধাতু,Verb-Trans.,2430,"খুমতিয়া,চিমিট্,চিকোট্,pinch"
খুমতিয়া,সকৰ্মক ধাতু,Verb-Trans.,2430,"চিমিট্,চিকোট্,চিকুট্‌,pinch"
চিমিট্,সকৰ্মক ধাতু,Verb-Trans.,2430,"খুমতিয়া,চিকোট্,চিকুট্‌,pinch"
চিকোট্,সকৰ্মক ধাতু,Verb-Trans.,2430,"খুমতিয়া,চিমিট্,চিকুট্‌,pinch"
নেতৃত্ব দে,সকৰ্মক ধাতু,Verb-Trans.,2576,"আঁত ধৰ্,lead"
আঁত ধৰ্,সকৰ্মক ধাতু,Verb-Trans.,2576,"নেতৃত্ব দে,lead"
হাৰাশাস্তি কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2590,"হায়ৰাণ কৰ্,ক্লান্ত কৰ,ক্লেশ দে,harass"
হায়ৰাণ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2590,"হাৰাশাস্তি কৰ্,ক্লান্ত কৰ,ক্লেশ দে,harass"
ক্লান্ত কৰ,সকৰ্মক ধাতু,Verb-Trans.,2590,"হাৰাশাস্তি কৰ্,হায়ৰাণ কৰ্,ক্লেশ দে,harass"
ক্লেশ দে,সকৰ্মক ধাতু,Verb-Trans.,2590,"হাৰাশাস্তি কৰ্,হায়ৰাণ কৰ্,ক্লান্ত কৰ,harass"
অনুৰোধ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2602,"খাট্,আৰ্জী কৰ্,request,urge"
আৰ্জী কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2602,"খাট্,অনুৰোধ কৰ্,request,urge"
খাট্,সকৰ্মক ধাতু,Verb-Trans.,2602,"অনুৰোধ কৰ্,আৰ্জী কৰ্,request,urge"
অনুসন্ধান কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2628,"নিৰীক্ষণ কৰ্,বুজ ল,খবৰ ল,সম্বাদ ল"
পৰীক্ষা কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2628,"নিৰীক্ষণ কৰ্,বুজ ল,খবৰ ল,সম্বাদ ল"
চালি-জাৰি চা,সকৰ্মক ধাতু,Verb-Trans.,2628,"নিৰীক্ষণ কৰ্,বুজ ল,খবৰ ল,সম্বাদ ল"
মূল্যাংকন কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2628,"নিৰীক্ষণ কৰ্,বুজ ল,খবৰ ল,সম্বাদ ল"
মূল্যায়ন কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2628,"নিৰীক্ষণ কৰ্,বুজ ল,খবৰ ল,সম্বাদ ল"
নিৰীক্ষণ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2628,"বুজ ল,খবৰ ল,সম্বাদ ল,পম খেদ্"
বুজ ল,সকৰ্মক ধাতু,Verb-Trans.,2628,"নিৰীক্ষণ কৰ্,খবৰ ল,সম্বাদ ল,পম খেদ্"
খবৰ ল,সকৰ্মক ধাতু,Verb-Trans.,2628,"নিৰীক্ষণ কৰ্,বুজ ল,সম্বাদ ল,পম খেদ্"
সম্বাদ ল,সকৰ্মক ধাতু,Verb-Trans.,2628,"নিৰীক্ষণ কৰ্,বুজ ল,খবৰ ল,পম খেদ্"
পম খেদ্,সকৰ্মক ধাতু,Verb-Trans.,2628,"নিৰীক্ষণ কৰ্,বুজ ল,খবৰ ল,সম্বাদ ল"
আবৰ,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
লুকা,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
গুপুত কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
ঢাক,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
আঁৰ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
আত্মগোপন কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
চাপাচী কৰ,সকৰ্মক ধাতু,Verb-Trans.,2635,"গোপন কৰ,গুপ্ত কৰ,গাপ দে,চন্"
গোপন কৰ,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গুপ্ত কৰ,গাপ দে,চন্"
গুপ্ত কৰ,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গাপ দে,চন্"
গাপ দে,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,চন্"
চন্,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
চান্,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
ঢাকি ধৰ্,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
ছাট্,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
ছাটি ধৰ্,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
লুক-ঢাক কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2635,"চাপাচী কৰ,গোপন কৰ,গুপ্ত কৰ,গাপ দে"
মাত,সকৰ্মক ধাতু,Verb-Trans.,2665,"নিমন্ত্ৰণ কৰ্,আমন্ত্ৰণ কৰ্,মাতি আন্,চপাই ল"
নিমন্ত্ৰণ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2665,"মাত,আমন্ত্ৰণ কৰ্,মাতি আন্,চপাই ল"
আমন্ত্ৰণ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2665,"মাত,নিমন্ত্ৰণ কৰ্,মাতি আন্,চপাই ল"
মাতি আন্,সকৰ্মক ধাতু,Verb-Trans.,2665,"মাত,নিমন্ত্ৰণ কৰ্,আমন্ত্ৰণ কৰ্,চপাই ল"
চপাই ল,সকৰ্মক ধাতু,Verb-Trans.,2665,"মাত,নিমন্ত্ৰণ কৰ্,আমন্ত্ৰণ কৰ্,মাতি আন্"
প্ৰতিশ্ৰুতি দে,সকৰ্মক ধাতু,Verb-Trans.,2678,"আশা দে,আশ্বাস দে,জবান দে,কথা দে"
আশ্বাস দে,সকৰ্মক ধাতু,Verb-Trans.,2678,"আশা দে,প্ৰতিশ্ৰুতি দে,জবান দে,কথা দে"
জবান দে,সকৰ্মক ধাতু,Verb-Trans.,2678,"আশা দে,প্ৰতিশ্ৰুতি দে,আশ্বাস দে,কথা দে"
কথা দে,সকৰ্মক ধাতু,Verb-Trans.,2678,"আশা দে,প্ৰতিশ্ৰুতি দে,আশ্বাস দে,জবান দে"
ভাৰসা দে,সকৰ্মক ধাতু,Verb-Trans.,2678,"আশা দে,প্ৰতিশ্ৰুতি দে,আশ্বাস দে,জবান দে"
আশা দে,সকৰ্মক ধাতু,Verb-Trans.,2678,"প্ৰতিশ্ৰুতি দে,আশ্বাস দে,জবান দে,কথা দে"
কথা বান্ধ,সকৰ্মক ধাতু,Verb-Trans.,2678,"আশা দে,প্ৰতিশ্ৰুতি দে,আশ্বাস দে,জবান দে"
উদ্ধৃতি দে,সকৰ্মক ধাতু,Verb-Trans.,2705,quote
উচটা,সকৰ্মক ধাতু,Verb-Trans.,2710,"চটুৱা,চুকচুকা,উতঙা,উল্মুলা"
ফুচুলা,সকৰ্মক ধাতু,Verb-Trans.,2710,"চটুৱা,চুকচুকা,উতঙা,উল্মুলা"
চটুৱা,সকৰ্মক ধাতু,Verb-Trans.,2710,"চুকচুকা,উতঙা,উল্মুলা,প্ৰবৃত্তি দে"
চুকচুকা,সকৰ্মক ধাতু,Verb-Trans.,2710,"চটুৱা,উতঙা,উল্মুলা,প্ৰবৃত্তি দে"
উতঙা,সকৰ্মক ধাতু,Verb-Trans.,2710,"চটুৱা,চুকচুকা,উল্মুলা,প্ৰবৃত্তি দে"
উল্মুলা,সকৰ্মক ধাতু,Verb-Trans.,2710,"চটুৱা,চুকচুকা,উতঙা,প্ৰবৃত্তি দে"
প্ৰবৃত্তি দে,সকৰ্মক ধাতু,Verb-Trans.,2710,"চটুৱা,চুকচুকা,উতঙা,উল্মুলা"
ঘূৰাই আন্,সকৰ্মক ধাতু,Verb-Trans.,2716,restore
বিয়া কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2724,"বিয়া পাত,ঘৰ পাত,wed,marry"
বিয়া পাত,সকৰ্মক ধাতু,Verb-Trans.,2724,"ঘৰ পাত,বিয়া কৰ্,wed,marry"
ঘৰ পাত,সকৰ্মক ধাতু,Verb-Trans.,2724,"বিয়া পাত,বিয়া কৰ্,wed,marry"
টক্-টকা,সকৰ্মক ধাতু,Verb-Trans.,2725,"টুকুৰিয়া,টোকাৰ মাৰ্,ঠোকৰ,টোকৰ"
খট-খটা,সকৰ্মক ধাতু,Verb-Trans.,2725,"টুকুৰিয়া,টোকাৰ মাৰ্,ঠোকৰ,টোকৰ"
তকৰ মৰ্,সকৰ্মক ধাতু,Verb-Trans.,2725,"টুকুৰিয়া,টোকাৰ মাৰ্,ঠোকৰ,টোকৰ"
টুকুৰিয়া,সকৰ্মক ধাতু,Verb-Trans.,2725,"টোকাৰ মাৰ্,ঠোকৰ,টোকৰ,টুকৰিয়া"
টোকাৰ মাৰ্,সকৰ্মক ধাতু,Verb-Trans.,2725,"টুকুৰিয়া,ঠোকৰ,টোকৰ,টুকৰিয়া"
ঠোকৰ,সকৰ্মক ধাতু,Verb-Trans.,2725,"টুকুৰিয়া,টোকাৰ মাৰ্,টোকৰ,টুকৰিয়া"
টোকৰ,সকৰ্মক ধাতু,Verb-Trans.,2725,"টুকুৰিয়া,টোকাৰ মাৰ্,ঠোকৰ,টুকৰিয়া"
টুকৰিয়া,সকৰ্মক ধাতু,Verb-Trans.,2725,"টুকুৰিয়া,টোকাৰ মাৰ্,ঠোকৰ,টোকৰ"
টোকৰ মাৰ্,সকৰ্মক ধাতু,Verb-Trans.,2725,"টুকুৰিয়া,টোকাৰ মাৰ্,ঠোকৰ,টোকৰ"
ৰুটা কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2740,"ঢৌ কাট্,emboss"
ঢৌ কাট্,সকৰ্মক ধাতু,Verb-Trans.,2740,"ৰুটা কৰ্,emboss"
আতিথ্য কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2761,"entertain,অভ্যৰ্থনা কৰ্"
অভ্যৰ্থনা কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2761,"আতিথ্য কৰ্,entertain"
দাবী কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2771,"সাধ্,প্ৰতিপন্ন কৰ্,demand,claim"
প্ৰতিপন্ন কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2771,"সাধ্,দাবী কৰ্,demand,claim"
সাধ্,সকৰ্মক ধাতু,Verb-Trans.,2771,"দাবী কৰ্,প্ৰতিপন্ন কৰ্,demand,claim"
চেলেক্,সকৰ্মক ধাতু,Verb-Trans.,2772,lick
গালি পাৰ্,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,দম দে"
গালি দে,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,দম দে"
ধমকি দে,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,দম দে"
ডবিয়া,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,দম দে"
ভৎৰ্সনা কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,দম দে"
কটুকথা শুনা,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,দম দে"
গালি-শপনি পাৰ্,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,দম দে"
শপ্,সকৰ্মক ধাতু,Verb-Trans.,2794,"দপাল্,ধমকনি দে,দম দে,ধমক দে"
দপাল্,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,ধমকনি দে,দম দে,ধমক দে"
ধমকনি দে,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,দম দে,ধমক দে"
দম দে,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,ধমক দে"
ধমক দে,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,দম দে"
ঘাল্,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,দম দে"
খেচ্-খেচা,সকৰ্মক ধাতু,Verb-Trans.,2794,"শপ্,দপাল্,ধমকনি দে,দম দে"
হস্তক্ষেপ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2799,"হাচঁটি বজা,intervene,step in,হেতা-ওপৰা কৰ্"
হেতা-ওপৰা কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2799,"হাচঁটি বজা,intervene,step in,হস্তক্ষেপ কৰ্"
হাচঁটি বজা,সকৰ্মক ধাতু,Verb-Trans.,2799,"intervene,step in,হস্তক্ষেপ কৰ্,হেতা-ওপৰা কৰ্"
অনুমোদন দে,সকৰ্মক ধাতু,Verb-Trans.,2800,"মঞ্জুৰ কৰ্,permit,অনুমতি দে,grant"
অনুমতি দে,সকৰ্মক ধাতু,Verb-Trans.,2800,"মঞ্জুৰ কৰ্,permit,অনুমোদন দে,grant"
মঞ্জুৰ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2800,"permit,অনুমোদন দে,অনুমতি দে,grant"
পুনৰাম্ভ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2805,"reboot,restart"
লোভ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2819,"লোভ লাগ্,covet,crave"
লোভ লাগ্,সকৰ্মক ধাতু,Verb-Trans.,2819,"লোভ কৰ্,covet,crave"
ঈৰ্ষা কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2820,"হিংসা কৰ্,চকু পোৰ্,envy"
হিংসা কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2820,"ঈৰ্ষা কৰ্,চকু পোৰ্,envy"
চকু পোৰ্,সকৰ্মক ধাতু,Verb-Trans.,2820,"ঈৰ্ষা কৰ্,হিংসা কৰ্,envy"
পোৰ্,সকৰ্মক ধাতু,Verb-Trans.,2834,"দহ্,scorch,char,দাহ কৰ্"
দাহ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2834,"দহ্,scorch,char,পোৰ্"
জ্বল্,সকৰ্মক ধাতু,Verb-Trans.,2834,"দহ্,scorch,char,পোৰ্"
দগ্ধ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2834,"দহ্,scorch,char,পোৰ্"
দহ্,সকৰ্মক ধাতু,Verb-Trans.,2834,"scorch,char,পোৰ্,দাহ কৰ্"
জলে দি ,সকৰ্মক ধাতু,Verb-Trans.,2834,"দহ্,scorch,char,পোৰ্"
ক্ষমা বিচাৰ্,সকৰ্মক ধাতু,Verb-Trans.,2837,"alibi,excuse"
খোল,সকৰ্মক ধাতু,Verb-Trans.,2858,"নিকটা,উদঙা,উদঙাই দে,অনাবৃত কৰ্"
উদঙা,সকৰ্মক ধাতু,Verb-Trans.,2858,"নিকটা,খোল,উদঙাই দে,অনাবৃত কৰ্"
উদঙাই দে,সকৰ্মক ধাতু,Verb-Trans.,2858,"নিকটা,খোল,উদঙা,অনাবৃত কৰ্"
অনাবৃত কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2858,"নিকটা,খোল,উদঙা,উদঙাই দে"
উন্মুক্ত কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2858,"নিকটা,খোল,উদঙা,উদঙাই দে"
প্ৰদৰ্শন কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2858,"নিকটা,খোল,উদঙা,উদঙাই দে"
নিকটা,সকৰ্মক ধাতু,Verb-Trans.,2858,"খোল,উদঙা,উদঙাই দে,অনাবৃত কৰ্"
তহিলং কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2888,"ঘৰ্মঘণ্ট কৰ্,তোলপাৰ লগা,muddle,jumble"
খেলিমেলি কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2888,"ঘৰ্মঘণ্ট কৰ্,তোলপাৰ লগা,muddle,jumble"
ওলট-পালট কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2888,"ঘৰ্মঘণ্ট কৰ্,তোলপাৰ লগা,muddle,jumble"
বিশৃংখল হ,সকৰ্মক ধাতু,Verb-Trans.,2888,"ঘৰ্মঘণ্ট কৰ্,তোলপাৰ লগা,muddle,jumble"
ঘৰ্মঘণ্ট কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2888,"তোলপাৰ লগা,muddle,jumble,mess"
তোলপাৰ লগা,সকৰ্মক ধাতু,Verb-Trans.,2888,"ঘৰ্মঘণ্ট কৰ্,muddle,jumble,mess"
পৰিবৰ্ত্তন কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2899,"বদলি কৰ্,বদলা,সলাই ল,সাল-সলনি কৰ্"
সলনি কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2899,"বদলি কৰ্,বদলা,সলাই ল,সাল-সলনি কৰ্"
বদলি কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2899,"বদলা,সলাই ল,সাল-সলনি কৰ্,ৰদ-বদল কৰ্"
বদল্,সকৰ্মক ধাতু,Verb-Trans.,2899,"বদলি কৰ্,বদলা,সলাই ল,সাল-সলনি কৰ্"
সলা,সকৰ্মক ধাতু,Verb-Trans.,2899,"বদলি কৰ্,বদলা,সলাই ল,সাল-সলনি কৰ্"
বদলা,সকৰ্মক ধাতু,Verb-Trans.,2899,"বদলি কৰ্,সলাই ল,সাল-সলনি কৰ্,ৰদ-বদল কৰ্"
সলাই ল,সকৰ্মক ধাতু,Verb-Trans.,2899,"বদলি কৰ্,বদলা,সাল-সলনি কৰ্,ৰদ-বদল কৰ্"
সাল-সলনি কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2899,"বদলি কৰ্,বদলা,সলাই ল,ৰদ-বদল কৰ্"
ৰদ-বদল কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2899,"বদলি কৰ্,বদলা,সলাই ল,সাল-সলনি কৰ্"
যুগুতা,সকৰ্মক ধাতু,Verb-Trans.,2903,"একগোট কৰ্,চপা,তোল্,জড়া"
গোটা,সকৰ্মক ধাতু,Verb-Trans.,2903,"একগোট কৰ্,চপা,তোল্,জড়া"
সংগ্ৰহ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2903,"একগোট কৰ্,চপা,তোল্,জড়া"
সাঁচ্,সকৰ্মক ধাতু,Verb-Trans.,2903,"একগোট কৰ্,চপা,তোল্,জড়া"
থুঁপা,সকৰ্মক ধাতু,Verb-Trans.,2903,"একগোট কৰ্,চপা,তোল্,জড়া"
একগোট কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2903,"চপা,তোল্,জড়া,যুগুতা"
চপা,সকৰ্মক ধাতু,Verb-Trans.,2903,"একগোট কৰ্,তোল্,জড়া,যুগুতা"
তোল্,সকৰ্মক ধাতু,Verb-Trans.,2903,"একগোট কৰ্,চপা,জড়া,যুগুতা"
জড়া,সকৰ্মক ধাতু,Verb-Trans.,2903,"একগোট কৰ্,চপা,তোল্,যুগুতা"
থুপৰে থ' ,সকৰ্মক ধাতু,Verb-Trans.,2903,"একগোট কৰ্,চপা,তোল্,জড়া"
উদ্ধাৰ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2911,recover
অপহৰণ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2924,"kidnap,abduct"
সীমাবদ্ধ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2930,"কাৰাৰূদ্ধ কৰ্,পৰিসীমিত কৰ্,confine"
কাৰাৰূদ্ধ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2930,"সীমাবদ্ধ কৰ্,পৰিসীমিত কৰ্,confine"
পৰিসীমিত কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2930,"সীমাবদ্ধ কৰ্,কাৰাৰূদ্ধ কৰ্,confine"
বোধ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2961,"অনুভব কৰ্,deem"
অনুভব কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2961,"বোধ কৰ্,deem"
প্ৰতিহত কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2969,"ৰোধ্,বিফল কৰ্,foil,নিষ্ফল কৰ্"
ৰোধ্,সকৰ্মক ধাতু,Verb-Trans.,2969,"প্ৰতিহত কৰ্,বিফল কৰ্,foil,নিষ্ফল কৰ্"
বিফল কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2969,"প্ৰতিহত কৰ্,ৰোধ্,foil,নিষ্ফল কৰ্"
নিষ্ফল কৰ্,সকৰ্মক ধাতু,Verb-Trans.,2969,"প্ৰতিহত কৰ্,ৰোধ্,বিফল কৰ্,foil"
বিকিৰণ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3019,radiate
পিটিক্,সকৰ্মক ধাতু,Verb-Trans.,3029,"পিটিকা কৰ্,mash,smash"
পিটিকা কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3029,"পিটিক্,mash,smash"
অনুজ্বল কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3033,"নিস্তেজ কৰ্,নিস্প্ৰভ কৰ্,obscure,bedim"
নিস্তেজ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3033,"অনুজ্বল কৰ্,নিস্প্ৰভ কৰ্,obscure,bedim"
নিস্প্ৰভ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3033,"অনুজ্বল কৰ্,নিস্তেজ কৰ্,obscure,bedim"
বহলা,সকৰ্মক ধাতু,Verb-Trans.,3038,"ব্যাখ্যা কৰ্,বিৱৰ্,বৰ্ণা,elaborate"
ব্যাখ্যা কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3038,"বিৱৰ্,বৰ্ণা,বহলা,elaborate"
বিৱৰ্,সকৰ্মক ধাতু,Verb-Trans.,3038,"ব্যাখ্যা কৰ্,বৰ্ণা,বহলা,elaborate"
বৰ্ণা,সকৰ্মক ধাতু,Verb-Trans.,3038,"ব্যাখ্যা কৰ্,বিৱৰ্,বহলা,elaborate"
ঠেকেছ্,সকৰ্মক ধাতু,Verb-Trans.,3043,"smash,shatter"
বহলা,সকৰ্মক ধাতু,Verb-Trans.,3078,"বাখ্যা কৰ,narrate,expand,বুজা"
বুজা,সকৰ্মক ধাতু,Verb-Trans.,3078,"বাখ্যা কৰ,narrate,expand,বহলা"
বাহুল্য কৰ,সকৰ্মক ধাতু,Verb-Trans.,3078,"বাখ্যা কৰ,narrate,expand,বহলা"
বিস্তাৰিত কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3078,"বাখ্যা কৰ,narrate,expand,বহলা"
বাখ্যা কৰ,সকৰ্মক ধাতু,Verb-Trans.,3078,"narrate,expand,বহলা,বুজা"
বখান্‌,সকৰ্মক ধাতু,Verb-Trans.,3078,"বাখ্যা কৰ,narrate,expand,বহলা"
ঢিপঢিপা,সকৰ্মক ধাতু,Verb-Trans.,3128,"ঢপঢপা,throb"
ঢপঢপা,সকৰ্মক ধাতু,Verb-Trans.,3128,"ঢিপঢিপা,throb"
সুষমা কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3159,"শোভিত কৰ্,শুৱা,শুৱনি কৰ্,ভূষিত কৰ্"
সুন্দৰ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3159,"শোভিত কৰ্,শুৱা,শুৱনি কৰ্,ভূষিত কৰ্"
ধুনীয়া কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3159,"শোভিত কৰ্,শুৱা,শুৱনি কৰ্,ভূষিত কৰ্"
সৌন্দৰ্য্য বঢ়া,সকৰ্মক ধাতু,Verb-Trans.,3159,"শোভিত কৰ্,শুৱা,শুৱনি কৰ্,ভূষিত কৰ্"
শোভিত কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3159,"শুৱা,শুৱনি কৰ্,ভূষিত কৰ্,সুষমা কৰ্"
শুৱা,সকৰ্মক ধাতু,Verb-Trans.,3159,"শোভিত কৰ্,শুৱনি কৰ্,ভূষিত কৰ্,সুষমা কৰ্"
শুৱনি কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3159,"শোভিত কৰ্,শুৱা,ভূষিত কৰ্,সুষমা কৰ্"
ভূষিত কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3159,"শোভিত কৰ্,শুৱা,শুৱনি কৰ্,সুষমা কৰ্"
পৰিবহন কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3219,transport
সামৰ,সকৰ্মক ধাতু,Verb-Trans.,3221,"সমাপন কৰ্,wind up"
সমাপন কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3221,"সামৰ,wind up"
ডৰুৱা,সকৰ্মক ধাতু,Verb-Trans.,3241,"ভয় খুৱা,ভয় দেখা,intimidate"
ভয় খুৱা,সকৰ্মক ধাতু,Verb-Trans.,3241,"ডৰুৱা,ভয় দেখা,intimidate"
ভয় দেখা,সকৰ্মক ধাতু,Verb-Trans.,3241,"ডৰুৱা,ভয় খুৱা,intimidate"
বন্ধ কৰ্,সকৰ্মক ধাতু,Verb-Trans.,3253,"জপা,মুদ্,মুজ্,shut"
জপা,সকৰ্মক ধাতু,Verb-Trans.,3253,"মুদ্,মুজ্,shut,বন্ধ কৰ্"
মুদ্,সকৰ্মক ধাতু,Verb-Trans.,3253,"জপা,মুজ্,shut,বন্ধ কৰ্"
মুজ্,সকৰ্মক ধাতু,Verb-Trans.,3253,"জপা,মুদ্,shut,বন্ধ কৰ্"
